Attendance,Hours_Studied,Previous_Scores,Tutoring_Sessions,Physical_Activity,Sleep_Hours,Parental_Involvement_Low,Exam_Score
97,18,88,0,4,9,0,67
99,11,88,2,2,9,0,67
70,22,91,2,1,7,0,66
69,20,76,1,3,7,0,67
63,24,90,2,5,6,0,66
82,21,58,0,2,9,1,65
61,19,52,1,3,6,0,59
76,15,82,4,4,6,0,69
63,20,55,2,3,7,0,63
76,24,78,1,4,5,1,65
62,13,86,2,4,6,0,61
93,21,70,0,1,9,1,68
68,21,52,3,2,8,0,65
73,16,94,1,2,6,1,61
95,16,52,0,3,8,0,69
90,21,95,2,4,10,1,72
69,13,53,2,3,7,0,59
63,22,87,0,2,9,0,63
89,15,96,3,3,8,0,69
76,26,95,1,1,7,1,67
91,34,95,1,3,7,1,70
78,15,94,0,4,8,0,67
74,23,76,1,2,6,0,66
78,16,78,5,3,4,0,68
90,26,81,1,3,6,1,71
96,12,95,3,0,4,0,69
62,23,92,0,2,6,0,65
81,15,89,0,3,4,0,66
61,19,84,2,4,8,0,66
79,14,81,3,3,5,0,67
95,25,96,1,4,8,0,74
74,15,60,3,5,8,0,66
97,23,60,1,3,8,0,72
85,18,99,0,4,4,0,69
97,19,78,0,4,9,1,68
90,21,74,4,3,8,0,71
64,15,93,0,2,8,0,61
69,21,92,2,3,10,0,65
76,29,59,4,2,8,0,71
67,15,59,0,3,5,1,59
80,27,90,1,3,8,0,71
79,29,89,0,3,5,0,72
98,15,61,1,3,7,0,71
77,11,92,0,5,6,1,61
91,22,74,1,2,7,0,67
98,17,73,0,2,5,0,67
95,31,99,1,4,5,0,74
68,20,76,2,3,6,0,66
80,15,57,1,4,7,0,63
74,13,64,4,3,6,0,63
76,27,67,1,4,9,0,68
74,17,98,1,3,8,0,65
93,20,63,0,3,8,0,66
78,26,72,1,3,6,0,67
81,17,87,0,2,5,0,67
99,20,64,0,4,7,0,70
62,20,85,5,4,10,1,65
80,24,60,1,3,7,0,68
91,24,62,3,4,9,0,70
66,19,99,1,3,9,0,66
84,20,68,0,4,8,0,69
70,18,86,1,2,7,0,65
95,11,92,2,3,6,0,68
73,22,67,3,2,7,1,65
73,31,68,1,3,6,0,70
84,15,89,1,3,7,1,65
67,15,80,3,4,5,0,67
71,15,68,5,4,6,0,64
77,24,87,2,1,8,0,68
74,23,93,4,3,6,0,70
81,19,62,1,3,6,1,64
84,14,51,4,3,6,0,67
83,21,64,2,2,7,0,68
86,11,84,5,4,4,0,67
72,21,96,4,2,6,0,66
65,25,93,2,3,8,0,66
90,12,61,2,2,7,0,66
94,11,94,2,2,8,1,67
70,29,91,2,3,4,0,69
76,16,87,3,4,6,1,65
80,27,84,4,3,7,1,68
81,19,90,2,3,8,1,67
86,19,93,1,3,9,0,69
62,23,91,3,3,8,0,64
89,15,56,2,4,6,0,67
62,21,86,2,4,6,0,67
79,18,92,1,3,9,0,67
93,12,59,2,3,6,0,67
78,22,61,2,4,5,0,68
66,18,89,4,3,7,0,65
99,19,67,3,1,9,1,70
96,13,70,1,3,6,0,68
91,30,69,2,4,6,0,72
76,25,61,1,3,6,0,67
67,26,97,2,0,8,0,66
98,18,90,0,1,7,1,68
81,10,63,1,2,8,0,64
94,32,55,4,2,9,0,75
74,20,69,1,4,5,0,66
73,16,71,0,4,6,0,67
99,23,50,1,5,6,0,71
81,27,94,0,4,7,1,68
66,20,93,2,3,8,0,65
69,28,93,0,3,6,1,67
79,26,90,0,2,6,1,66
62,14,87,1,1,8,1,60
79,16,82,2,3,8,0,64
77,26,98,0,1,7,0,69
91,4,86,3,4,4,0,64
74,19,82,2,3,9,0,66
99,11,89,3,3,7,0,72
67,17,62,0,4,7,1,60
84,18,98,3,3,6,1,69
64,18,51,2,1,6,0,62
89,17,82,3,3,6,0,70
100,13,54,3,2,4,1,65
93,34,93,2,4,6,0,77
82,31,98,0,3,5,0,71
79,13,70,4,3,7,0,66
93,29,93,2,3,5,0,74
97,18,67,1,3,8,0,70
100,21,58,2,2,5,0,69
76,20,64,2,2,9,0,64
100,16,65,1,2,8,0,69
66,26,82,1,3,5,0,68
70,21,90,1,4,7,0,63
64,17,60,1,2,6,0,61
71,12,54,0,5,8,0,61
91,15,61,0,4,10,0,65
94,10,65,3,2,9,0,65
91,20,64,0,3,6,0,69
85,13,61,3,2,7,0,69
81,18,73,1,2,9,1,65
88,28,93,3,1,8,1,72
76,27,55,3,0,9,0,69
94,20,93,1,3,8,0,71
87,19,75,2,3,7,0,67
88,31,83,0,2,7,0,72
81,23,91,0,3,5,0,70
95,18,65,1,3,6,1,68
70,11,98,3,4,6,0,66
75,22,54,4,4,6,0,68
91,25,76,1,3,7,0,71
80,16,63,2,3,7,1,63
96,22,70,2,4,7,0,70
74,18,72,1,2,8,0,65
75,19,96,2,4,6,0,70
96,5,72,3,5,8,0,65
79,19,85,0,2,9,0,68
81,26,98,1,2,8,0,69
73,16,75,3,3,6,0,66
71,20,70,0,3,8,1,62
86,15,99,2,5,8,0,70
65,22,91,2,2,8,0,65
95,19,97,0,2,9,1,71
91,14,70,2,0,8,0,68
68,28,85,0,3,9,1,65
88,26,62,1,2,7,1,70
84,16,93,0,3,6,0,69
67,23,97,1,3,9,0,66
71,23,63,1,5,6,0,66
76,24,55,2,4,10,0,67
88,10,60,1,3,9,1,63
86,26,82,2,3,7,1,70
81,17,64,0,3,9,0,65
91,18,82,3,2,8,0,70
90,36,68,1,2,5,0,74
85,22,96,0,3,6,0,69
91,18,73,0,4,7,0,68
73,7,75,1,3,7,0,64
95,28,67,2,3,9,0,73
85,12,54,4,3,7,0,66
93,14,75,0,3,5,0,65
82,18,89,0,1,6,0,66
69,28,98,0,5,8,0,67
82,25,54,0,3,4,0,67
75,19,90,0,3,5,0,66
88,22,63,3,3,6,0,69
79,16,91,4,1,8,0,69
93,21,67,2,3,7,0,68
87,20,56,1,1,8,1,64
87,26,81,1,2,7,0,70
69,26,95,1,4,7,0,67
99,23,59,1,3,6,1,68
94,18,51,0,3,8,0,67
92,24,94,1,2,5,0,73
73,19,85,1,3,7,0,65
81,14,90,3,3,9,0,69
65,18,53,1,3,6,0,63
82,21,95,3,4,5,0,68
66,25,71,0,3,4,0,64
82,19,95,2,4,8,1,68
86,13,53,2,4,8,0,66
76,20,94,2,3,6,0,65
80,21,84,4,2,5,0,69
95,21,78,2,2,7,1,69
64,26,53,2,4,9,1,64
92,26,84,0,2,5,0,74
67,16,80,1,3,9,0,64
61,16,86,3,4,4,0,63
67,14,86,0,4,5,0,64
91,24,72,3,3,7,0,71
76,29,60,2,3,8,1,68
95,18,96,4,4,9,0,72
81,19,96,1,4,8,0,67
61,29,61,0,3,9,0,64
89,23,82,2,1,7,0,70
64,23,60,2,3,6,0,65
92,13,93,2,2,9,0,69
67,24,55,2,2,9,0,65
74,14,100,1,3,8,0,66
90,13,81,0,3,8,0,67
98,18,51,1,4,9,0,68
75,16,94,0,3,8,0,65
93,19,84,0,2,7,0,68
68,11,85,2,2,8,0,63
92,26,64,1,5,8,0,71
86,27,67,1,4,8,0,71
68,8,96,2,3,7,0,65
72,26,82,2,2,8,0,65
65,15,51,1,3,8,0,61
75,25,66,0,4,7,0,68
68,20,80,4,4,6,1,65
86,20,57,0,4,9,1,66
100,19,55,2,4,5,0,69
60,27,53,3,2,6,0,65
82,13,82,1,3,7,0,65
83,24,66,2,4,4,0,70
97,27,69,1,2,9,0,70
80,24,53,2,4,7,0,67
82,34,87,3,4,9,0,75
79,17,88,3,3,10,1,65
71,26,91,2,3,7,0,66
62,19,83,2,3,9,0,67
76,27,89,0,4,5,1,67
62,20,79,2,1,8,1,62
82,18,75,0,4,6,0,66
72,28,63,1,2,8,1,66
81,17,53,0,2,8,0,64
65,12,65,2,2,7,1,60
97,17,84,3,3,8,0,70
96,24,96,2,3,8,0,72
68,28,63,0,2,7,0,67
74,21,83,1,3,10,0,67
85,28,74,1,3,7,0,72
64,12,81,1,3,9,0,63
74,17,50,0,2,9,1,60
70,18,56,1,4,4,0,65
97,19,61,2,1,9,0,72
94,21,95,0,3,9,0,70
83,24,52,1,4,7,0,71
81,17,78,1,4,8,1,66
97,21,96,2,4,8,1,72
97,20,83,3,3,9,1,73
99,14,74,2,3,6,0,71
65,19,69,4,2,9,0,64
66,19,81,1,3,5,0,66
87,19,74,1,3,4,0,69
82,20,85,1,3,8,1,66
61,20,81,0,2,9,0,63
62,17,78,0,3,7,0,62
96,28,98,1,3,4,0,98
95,13,92,1,2,5,0,71
74,16,80,0,4,8,0,66
96,37,77,2,3,7,0,75
84,14,86,1,4,9,0,68
92,12,90,2,5,7,0,69
77,24,65,2,3,6,0,68
65,8,83,3,4,7,0,60
77,19,57,4,3,9,0,64
78,33,72,4,3,9,0,71
82,11,97,2,3,7,0,69
64,8,66,1,3,7,0,60
100,11,58,1,3,8,0,70
70,25,57,4,3,6,1,66
68,27,70,0,3,8,0,68
81,17,61,2,2,7,0,67
81,24,71,1,3,7,0,70
78,28,86,0,2,7,0,69
91,31,94,2,3,7,0,75
81,19,56,1,3,10,0,65
84,6,88,1,5,6,0,65
89,15,55,1,4,6,0,66
61,17,69,1,3,9,0,64
83,18,100,1,2,8,1,66
95,19,53,3,1,8,0,70
61,27,51,1,1,5,0,63
76,28,67,1,4,7,1,66
97,19,98,1,3,8,1,71
74,27,51,2,4,6,0,68
78,22,61,2,5,8,0,68
99,20,80,0,3,7,1,71
68,25,62,1,4,6,1,63
63,20,53,1,4,9,1,60
94,32,53,1,3,9,0,73
95,11,78,4,4,7,0,68
79,17,78,2,5,8,0,70
81,19,85,1,1,9,0,66
93,23,57,1,2,6,0,72
90,28,75,1,3,8,0,70
71,20,80,2,3,6,0,68
61,11,61,3,0,5,0,60
79,25,77,2,3,6,0,68
94,25,85,1,2,5,0,74
96,8,100,1,4,8,0,68
98,20,80,4,4,6,1,72
95,10,93,0,3,5,0,69
83,16,92,2,4,8,1,98
78,15,97,1,4,8,0,68
91,25,86,0,5,7,0,70
90,21,61,1,4,8,0,69
82,12,65,3,3,6,0,64
63,25,89,1,4,6,0,65
97,11,76,2,2,8,0,69
78,22,63,2,4,9,0,67
75,15,83,1,2,6,0,65
85,18,95,2,4,6,0,70
87,23,68,0,3,8,0,68
68,23,80,1,1,8,0,65
93,28,79,0,4,7,0,74
72,20,56,4,2,9,0,65
67,22,55,1,2,10,0,65
76,17,94,3,4,8,0,68
89,21,97,1,3,6,0,68
99,23,95,5,4,8,0,74
92,19,70,2,3,6,0,71
98,9,64,1,3,9,0,67
66,22,97,0,3,6,0,64
63,22,94,0,3,7,1,61
82,16,91,0,3,6,0,66
72,12,67,0,2,7,0,61
93,29,82,5,3,7,0,73
87,23,88,2,3,8,1,70
99,19,79,2,2,7,1,70
70,13,80,1,4,7,0,63
79,15,88,3,3,6,0,69
80,28,88,2,2,7,0,72
70,21,62,2,2,5,0,66
84,17,70,1,4,9,0,68
78,23,89,1,3,7,0,67
78,15,63,2,3,9,0,65
75,29,96,2,3,7,1,68
61,28,92,1,4,4,0,68
81,17,95,2,3,6,0,69
73,16,65,1,4,7,0,66
60,4,55,2,2,7,0,58
72,11,55,0,3,8,0,60
71,12,78,3,4,7,0,67
76,21,65,2,2,6,0,65
65,18,63,1,2,6,0,62
80,12,61,0,2,6,0,65
88,18,78,0,2,8,0,69
85,23,77,0,4,8,1,70
92,23,71,2,2,6,1,70
78,9,57,1,5,9,0,63
81,19,96,0,4,8,1,69
92,12,71,0,4,6,1,64
77,25,56,1,3,7,0,69
88,25,52,1,2,8,0,70
77,15,58,1,3,5,0,64
77,15,65,2,4,5,0,65
90,17,82,0,4,8,0,70
67,6,99,0,2,6,0,60
74,22,64,3,3,9,0,68
69,18,89,2,1,10,1,61
74,26,96,2,3,8,0,68
69,13,70,1,3,8,0,61
83,16,63,2,3,5,1,64
92,11,75,2,3,5,0,66
91,14,95,2,2,7,0,70
75,13,51,3,3,5,0,65
100,26,74,1,2,7,0,74
84,16,88,1,1,6,0,66
76,21,80,3,2,7,1,65
93,18,75,1,1,7,1,69
89,12,78,4,5,8,0,69
90,19,81,2,2,7,1,69
68,24,84,1,4,6,0,66
79,13,68,2,3,5,0,63
94,25,76,1,2,7,0,69
80,15,64,1,1,4,0,65
87,17,99,1,3,9,0,67
84,23,59,1,4,8,0,66
94,16,58,2,3,8,1,67
71,20,63,1,2,6,1,65
83,18,96,0,4,8,0,69
65,21,83,3,5,6,1,65
88,6,73,3,3,7,0,67
89,9,96,0,4,6,0,66
62,24,95,1,3,7,1,64
87,26,70,1,2,5,0,70
77,15,78,0,3,7,0,65
65,19,95,2,4,5,1,65
77,22,66,2,3,10,1,64
68,24,70,1,3,7,0,64
77,8,90,1,0,7,0,61
75,15,85,1,3,8,0,65
90,18,52,5,3,5,0,68
91,24,56,1,2,6,1,70
84,35,92,6,4,8,1,74
61,19,51,1,1,7,0,60
97,12,96,2,2,6,0,71
87,22,64,2,3,8,0,70
61,28,80,2,4,7,1,67
93,21,78,0,3,8,0,68
68,15,70,3,3,8,0,64
83,26,52,0,3,6,0,67
79,24,60,0,3,7,1,65
77,14,81,3,3,4,0,66
96,22,72,1,4,6,0,72
77,26,71,3,3,7,1,69
63,27,55,1,3,8,0,65
98,20,67,0,3,8,1,71
97,18,76,0,5,6,0,72
87,27,54,0,2,6,0,70
79,13,53,1,2,9,0,63
64,23,75,2,2,7,0,66
92,12,78,3,2,7,1,67
63,26,63,1,3,8,0,67
63,18,66,2,2,7,0,62
81,28,90,3,3,7,0,72
66,23,93,1,1,7,0,69
60,13,66,1,5,6,0,61
77,29,68,1,3,7,0,67
65,29,92,0,4,4,1,66
66,25,99,2,3,6,0,68
63,15,66,1,4,8,0,62
68,18,89,0,3,8,0,63
89,21,74,3,4,9,0,70
92,16,63,2,4,8,1,68
78,30,84,1,1,8,0,71
80,21,73,0,2,7,0,65
61,4,63,4,3,6,1,59
63,22,55,2,4,8,0,64
70,18,93,0,3,7,0,67
82,20,94,3,2,6,0,68
90,18,54,1,3,6,0,95
84,25,83,1,3,7,0,70
76,27,58,1,3,9,0,68
65,22,82,2,4,7,1,65
91,18,95,2,2,7,1,70
75,20,63,4,3,8,0,67
89,20,67,2,2,8,0,69
81,15,90,1,2,7,0,68
90,23,87,1,2,7,0,72
96,23,70,1,2,6,0,71
97,29,92,2,4,9,0,75
81,28,96,0,2,6,0,70
80,16,73,2,4,9,0,66
71,25,52,3,3,7,0,67
97,14,75,1,4,7,0,70
78,24,87,2,3,8,0,71
65,17,61,5,4,6,0,64
77,14,55,2,4,8,0,65
65,22,64,1,2,7,0,64
80,4,51,4,5,8,1,62
82,9,86,2,2,6,0,64
74,19,57,1,2,6,0,66
63,20,86,0,3,4,0,64
98,18,62,3,3,6,0,71
91,11,100,4,2,6,0,68
94,15,77,3,4,6,0,70
75,22,52,0,3,7,0,66
90,23,89,2,4,7,0,71
79,20,71,1,3,8,0,68
68,27,80,3,4,8,1,66
65,22,98,4,3,8,1,66
74,16,76,5,3,8,1,65
66,18,90,0,4,7,0,64
100,12,65,1,2,7,1,67
62,19,86,1,3,8,0,65
78,27,55,3,2,8,0,69
78,24,95,1,2,5,0,69
72,28,60,4,3,7,1,69
83,18,65,3,4,4,0,68
66,28,98,0,3,4,0,67
91,19,58,2,3,6,0,68
73,29,63,1,4,7,1,65
84,20,79,3,3,6,0,69
89,24,99,1,3,4,0,73
96,29,85,3,3,8,0,76
93,19,56,0,3,6,0,69
84,21,87,2,1,8,0,69
76,28,71,3,2,6,0,68
80,19,100,1,3,6,0,70
91,12,81,0,4,8,0,64
95,33,77,2,3,6,1,73
64,17,78,1,3,7,0,64
75,21,82,1,4,7,0,65
91,27,87,0,3,5,1,69
77,16,54,0,3,8,0,62
73,14,57,2,4,6,0,64
76,22,65,0,3,5,1,64
84,9,74,5,2,6,0,67
100,18,66,3,3,8,0,69
80,21,61,2,3,5,0,67
68,18,96,1,3,8,1,65
67,11,52,3,3,8,0,63
62,30,97,0,5,7,1,66
82,21,95,1,3,7,0,70
82,29,84,1,2,7,0,70
68,18,52,0,3,8,0,67
88,15,61,0,4,6,1,65
90,22,99,1,2,5,1,70
70,19,95,0,3,7,0,66
74,13,98,1,2,8,0,66
100,29,100,0,5,8,0,72
75,16,53,0,4,10,0,64
90,9,79,4,4,7,0,70
78,28,92,1,3,7,0,71
92,17,66,2,3,7,0,66
91,16,72,0,2,6,0,70
87,9,64,1,2,6,1,64
94,30,52,3,2,5,0,70
98,12,54,2,3,4,0,67
83,20,51,2,4,6,0,65
69,25,76,1,2,7,0,68
76,23,81,3,2,8,0,69
90,20,65,3,2,6,0,68
86,10,91,2,3,6,0,68
67,15,94,0,4,9,0,64
